company,company_explore_url,problem_name,problem_url,difficulty,page
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,2's Complement,https://www.geeksforgeeks.org/problems/2s-complement3124/1,Basic,8
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,3 Sum Closest,https://www.geeksforgeeks.org/problems/3-sum-closest/1,Medium,7
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,4 Sum - All Quadruples,https://www.geeksforgeeks.org/problems/find-all-four-sum-numbers1732/1,Medium,3
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,All Subsets Xor Sum,https://www.geeksforgeeks.org/problems/sum-of-xor-of-all-possible-subsets/1,Medium,8
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Amend The Sentence,https://www.geeksforgeeks.org/problems/amend-the-sentence3235/1,Easy,8
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Anagram,https://www.geeksforgeeks.org/problems/anagram-1587115620/1,Easy,2
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Array Leaders,https://www.geeksforgeeks.org/problems/leaders-in-an-array-1587115620/1,Easy,1
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Array to BST,https://www.geeksforgeeks.org/problems/array-to-bst4443/1,Medium,5
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,BFS of graph,https://www.geeksforgeeks.org/problems/bfs-traversal-of-graph/1,Easy,1
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Binary to Decimal,https://www.geeksforgeeks.org/problems/binary-number-to-decimal-number3525/1,Basic,5
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Binary Tree from Inorder and Postorder,https://www.geeksforgeeks.org/problems/tree-from-postorder-and-inorder/1,Medium,5
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Binary Tree to BST,https://www.geeksforgeeks.org/problems/binary-tree-to-bst/1,Easy,5
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Bits Counting,https://www.geeksforgeeks.org/problems/bits-counting/1,Medium,9
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Burning Tree,https://www.geeksforgeeks.org/problems/burning-tree/1,Hard,4
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Check for BST,https://www.geeksforgeeks.org/problems/check-for-bst/1,Medium,1
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Check if subtree,https://www.geeksforgeeks.org/problems/check-if-subtree/1,Medium,4
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Check if the number is Fibonacci,https://www.geeksforgeeks.org/problems/check-if-the-number-is-fibonacci4654/1,Basic,7
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Check If two Line segments Intersect,https://www.geeksforgeeks.org/problems/check-if-two-line-segments-intersect0017/1,Medium,6
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Clone List with Next and Random,https://www.geeksforgeeks.org/problems/clone-a-linked-list-with-next-and-random-pointer/1,Hard,5
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Coins of Geekland,https://www.geeksforgeeks.org/problems/coins-of-geekland--141631/1,Medium,8
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Connect Nodes at Same Level,https://www.geeksforgeeks.org/problems/connect-nodes-at-same-level--170647/1,Medium,7
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Connect Nodes of Levels,https://www.geeksforgeeks.org/problems/connect-nodes-at-same-level/1,Medium,5
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Convert array into Zig-Zag fashion,https://www.geeksforgeeks.org/problems/convert-array-into-zig-zag-fashion1638/1,Easy,4
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Convert from any base to decimal,https://www.geeksforgeeks.org/problems/convert-from-any-base-to-decimal3736/1,Basic,8
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Convex Hull,https://www.geeksforgeeks.org/problems/convex-hull2138/1,Hard,8
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Copy Set Bits in Range,https://www.geeksforgeeks.org/problems/copy-set-bits-in-range0623/1,Easy,6
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Count all possible paths from top left to bottom right,https://www.geeksforgeeks.org/problems/count-all-possible-paths-from-top-left-to-bottom-right3011/1,Easy,5
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Count Inversions,https://www.geeksforgeeks.org/problems/inversion-of-array-1587115620/1,Medium,1
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Count Reverse Pairs,https://www.geeksforgeeks.org/problems/count-reverse-pairs/1,Hard,7
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Decimal to binary,https://www.geeksforgeeks.org/problems/decimal-to-binary-1587115620/1,Easy,6
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Delete a node from BST,https://www.geeksforgeeks.org/problems/delete-a-node-from-bst/1,Medium,4
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Delete in a Singly Linked List,https://www.geeksforgeeks.org/problems/delete-a-node-in-single-linked-list/1,Easy,3
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Detect Loop in linked list,https://www.geeksforgeeks.org/problems/detect-loop-in-linked-list/1,Medium,1
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Digital Root,https://www.geeksforgeeks.org/problems/digital-root/1,Easy,6
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Directed Graph Cycle,https://www.geeksforgeeks.org/problems/detect-cycle-in-a-directed-graph/1,Medium,1
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Equal Left and Right Subarray Sum,https://www.geeksforgeeks.org/problems/equal-left-and-right-subarray-sum--170647/1,Easy,6
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Equilibrium Point,https://www.geeksforgeeks.org/problems/equilibrium-point-1587115620/1,Easy,1
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Express as sum of power of natural numbers,https://www.geeksforgeeks.org/problems/express-as-sum-of-power-of-natural-numbers5647/1,Medium,7
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Factorials of large numbers,https://www.geeksforgeeks.org/problems/factorials-of-large-numbers2508/1,Medium,4
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Find length of Loop,https://www.geeksforgeeks.org/problems/find-length-of-loop/1,Medium,2
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Find median in a stream,https://www.geeksforgeeks.org/problems/find-median-in-a-stream-1587115620/1,Medium,4
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Find whether path exist,https://www.geeksforgeeks.org/problems/find-whether-path-exist5238/1,Medium,5
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,First Repeated Character,https://www.geeksforgeeks.org/problems/find-first-repeated-character4108/1,Easy,5
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Flatten BST to sorted list,https://www.geeksforgeeks.org/problems/flatten-bst-to-sorted-list--111950/1,Medium,6
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Generate Parentheses,https://www.geeksforgeeks.org/problems/generate-all-possible-parentheses/1,Medium,6
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Good or Bad string,https://www.geeksforgeeks.org/problems/good-or-bad-string1417/1,Basic,6
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Implement Atoi,https://www.geeksforgeeks.org/problems/implement-atoi/1,Medium,2
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Inorder Traversal,https://www.geeksforgeeks.org/problems/inorder-traversal/1,Easy,3
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Interesting Patterns,https://www.geeksforgeeks.org/problems/interesting-patterns1430/1,Basic,8
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Intersection in Y Shaped Lists,https://www.geeksforgeeks.org/problems/intersection-point-in-y-shapped-linked-lists/1,Medium,2
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Intersection Point in Y Shaped Linked Lists,https://www.geeksforgeeks.org/problems/intersection-point-in-y-shaped-linked-lists--170645/1,Medium,7
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Inverted triangle of stars,https://www.geeksforgeeks.org/problems/inverted-triangle-of-stars0110/1,Easy,8
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Is Binary Number Multiple of 3,https://www.geeksforgeeks.org/problems/is-binary-number-multiple-of-30654/1,Easy,5
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Kadane's Algorithm,https://www.geeksforgeeks.org/problems/kadanes-algorithm-1587115620/1,Medium,1
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Koko Eating Bananas,https://www.geeksforgeeks.org/problems/koko-eating-bananas/1,Medium,6
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Kth from End of Linked List,https://www.geeksforgeeks.org/problems/nth-node-from-end-of-linked-list/1,Easy,2
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Kth Largest in a Stream,https://www.geeksforgeeks.org/problems/kth-largest-element-in-a-stream2220/1,Medium,5
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Kth Smallest,https://www.geeksforgeeks.org/problems/kth-smallest-element5635/1,Medium,1
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Largest Divisible Subset,https://www.geeksforgeeks.org/problems/largest-divisible-subset--170643/1,Medium,7
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Left View of Binary Tree,https://www.geeksforgeeks.org/problems/left-view-of-binary-tree/1,Easy,1
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Level Order in Spiral,https://www.geeksforgeeks.org/problems/level-order-traversal-in-spiral-form/1,Easy,3
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Level order traversal,https://www.geeksforgeeks.org/problems/level-order-traversal/1,Medium,3
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Linked List Group Reverse,https://www.geeksforgeeks.org/problems/reverse-a-linked-list-in-groups-of-given-size/1,Hard,3
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Longest substring with distinct characters,https://www.geeksforgeeks.org/problems/longest-distinct-characters-in-string5848/1,Medium,4
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,LRU Cache,https://www.geeksforgeeks.org/problems/lru-cache/1,Hard,3
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Max and Min Product from 2 Arrays,https://www.geeksforgeeks.org/problems/product-of-maximum-in-first-array-and-minimum-in-second3943/1,Basic,6
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Max Sum without Adjacents,https://www.geeksforgeeks.org/problems/max-sum-without-adjacents2430/1,Medium,4
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Max Sum without Adjacents,https://www.geeksforgeeks.org/problems/max-sum-without-adjacents--170645/1,Medium,7
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Maximum number of events that can be attended,https://www.geeksforgeeks.org/problems/maximum-number-of-events-that-can-be-attended--170636/1,Medium,8
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Merge Sort for Linked List,https://www.geeksforgeeks.org/problems/sort-a-linked-list/1,Medium,5
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Merge Without Extra Space,https://www.geeksforgeeks.org/problems/merge-two-sorted-arrays-1587115620/1,Medium,2
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Middle of a Linked List,https://www.geeksforgeeks.org/problems/finding-middle-element-in-a-linked-list/1,Easy,2
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Min Add to Make Parentheses Valid,https://www.geeksforgeeks.org/problems/min-add-to-make-parentheses-valid/1,Medium,7
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Min Swaps to Group 1s,https://www.geeksforgeeks.org/problems/minimum-swaps-required-to-group-all-1s-together2451/1,Medium,8
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Minimize the Heights I,https://www.geeksforgeeks.org/problems/minimize-the-heights-i/1,Medium,4
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Minimize the Heights II,https://www.geeksforgeeks.org/problems/minimize-the-heights3351/1,Medium,1
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Minimum height roots,https://www.geeksforgeeks.org/problems/minimum-height-roots/1,Medium,9
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Minimum Jumps,https://www.geeksforgeeks.org/problems/minimum-number-of-jumps-1587115620/1,Medium,1
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Minimum Platforms,https://www.geeksforgeeks.org/problems/minimum-platforms-1587115620/1,Medium,1
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Minimum X (xor) A,https://www.geeksforgeeks.org/problems/minimum-x-xor-a--170645/1,Medium,7
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Minimum X (xor) A,https://www.geeksforgeeks.org/problems/x-xor-a-is-minimum-and-set-bits-in-x-b/1,Medium,8
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Mirror Tree,https://www.geeksforgeeks.org/problems/mirror-tree/1,Easy,3
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Missing in Array,https://www.geeksforgeeks.org/problems/missing-number-in-array1416/1,Easy,1
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Most frequent word in an array of strings,https://www.geeksforgeeks.org/problems/most-frequent-word-in-an-array-of-strings3528/1,Medium,6
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Multiply two strings,https://www.geeksforgeeks.org/problems/multiply-two-strings/1,Medium,3
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Next Greater Element,https://www.geeksforgeeks.org/problems/next-larger-element-1587115620/1,Medium,2
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Next greater number set digits,https://www.geeksforgeeks.org/problems/next-greater-number-set-digits3503/1,Easy,7
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Next higher palindromic number using the same set of digits,https://www.geeksforgeeks.org/problems/next-higher-palindromic-number-using-the-same-set-of-digits5859/1,Medium,7
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Next Smallest Palindrome,https://www.geeksforgeeks.org/problems/next-smallest-palindrome4740/1,Hard,6
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Non-Repeating Element,https://www.geeksforgeeks.org/problems/non-repeating-element3958/1,Easy,4
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Nth Fibonacci Number,https://www.geeksforgeeks.org/problems/nth-fibonacci-number1335/1,Easy,2
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Number of 1 Bits,https://www.geeksforgeeks.org/problems/set-bits0143/1,Easy,4
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Number of 1's in smallest repunits,https://www.geeksforgeeks.org/problems/number-of-1s-in-smallest-repunits3114/1,Easy,8
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Number of distinct words with K maximum contiguous vowels,https://www.geeksforgeeks.org/problems/number-of-distinct-words-with-k-maximum-contiguous-vowels--141631/1,Hard,8
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Nuts and Bolts Problem,https://www.geeksforgeeks.org/problems/nuts-and-bolts-problem0431/1,Medium,5
Adobe,https://www.geeksforgeeks.org/explore?page=1&company=Adobe&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=practice_header/,Pair cube count,https://www.geeksforgeeks.org/problems/pair-cube-count4132/1,Easy,7
